Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Product Name,Sales,Cost
CA-2023-155718,12/14/2024,Second Class,Corporate,East,Furniture,Chairs,Chairs Product 92,596.33,499.13
CA-2023-168322,04/02/2024,Second Class,Home Office,West,Office Supplies,Art,Art Product 58,22.36,18.59
CA-2023-136901,03/24/2023,Same Day,Corporate,East,Furniture,Chairs,Chairs Product 32,841.63,727.39
CA-2023-199122,05/25/2023,Standard Class,Consumer,East,Office Supplies,Paper,Paper Product 48,25.52,19.19
CA-2023-102017,03/26/2023,Second Class,Home Office,East,Furniture,Bookcases,Bookcases Product 47,619.79,532.3
CA-2023-103543,03/19/2023,Same Day,Corporate,South,Furniture,Furnishings,Furnishings Product 88,882.46,784.21
CA-2023-188780,04/01/2024,Standard Class,Corporate,South,Office Supplies,Envelopes,Envelopes Product 46,103.21,82.43
CA-2023-188534,01/01/2023,Same Day,Corporate,West,Technology,Accessories,Accessories Product 96,730.86,467.77
CA-2023-181103,02/20/2023,Standard Class,Corporate,South,Office Supplies,Envelopes,Envelopes Product 49,17.79,14.18
CA-2023-190639,11/15/2024,First Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 23,112.84,92.08
CA-2023-124976,12/17/2024,First Class,Consumer,West,Technology,Machines,Machines Product 58,1873.18,1212.89
CA-2023-139500,03/21/2024,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 33,82.27,60.52
CA-2023-175701,03/24/2024,Standard Class,Home Office,East,Technology,Accessories,Accessories Product 99,1458.77,923.06
CA-2023-162665,05/02/2024,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 16,44.87,36.73
CA-2023-133798,02/03/2023,Same Day,Home Office,West,Furniture,Chairs,Chairs Product 40,416.96,385.51
CA-2023-123535,12/14/2023,Standard Class,Consumer,West,Furniture,Bookcases,Bookcases Product 27,690.87,578.22
CA-2023-148037,04/05/2023,First Class,Corporate,East,Office Supplies,Binders,Binders Product 55,16.37,12.28
CA-2023-115385,03/13/2023,Standard Class,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 71,121.3,92.12
CA-2023-184585,07/04/2024,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 36,56.62,45.74
CA-2023-177658,06/03/2023,Standard Class,Home Office,South,Furniture,Furnishings,Furnishings Product 82,162.4,142.77
CA-2023-186335,09/07/2023,Same Day,Corporate,Central,Furniture,Chairs,Chairs Product 83,662.65,576.8
CA-2023-144527,11/04/2024,First Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 12,11.28,8.06
CA-2023-183569,03/13/2024,First Class,Corporate,West,Office Supplies,Art,Art Product 84,55.02,40.72
CA-2023-132826,04/28/2023,Second Class,Home Office,West,Furniture,Furnishings,Furnishings Product 66,612.92,574.54
CA-2023-115357,11/02/2023,Second Class,Corporate,West,Furniture,Chairs,Chairs Product 99,241.72,207.76
CA-2023-146157,09/25/2023,Same Day,Home Office,East,Technology,Machines,Machines Product 21,1332.94,911.68
CA-2023-174099,02/23/2023,Same Day,Corporate,Central,Office Supplies,Art,Art Product 69,88.62,68.24
CA-2023-187458,08/24/2023,Standard Class,Consumer,East,Office Supplies,Fasteners,Fasteners Product 97,59.26,47.76
CA-2023-126849,01/24/2024,Second Class,Corporate,East,Office Supplies,Paper,Paper Product 12,13.92,10.18
CA-2023-102972,02/05/2024,Standard Class,Home Office,East,Furniture,Chairs,Chairs Product 14,346.08,298.74
CA-2023-138231,09/15/2024,Second Class,Home Office,East,Furniture,Chairs,Chairs Product 24,68.2,61.77
CA-2023-135863,10/30/2023,Standard Class,Corporate,Central,Furniture,Furnishings,Furnishings Product 57,868.93,753.11
CA-2023-159274,07/26/2023,Second Class,Corporate,East,Technology,Copiers,Copiers Product 93,1540.94,1084.59
CA-2023-167863,08/17/2023,Same Day,Corporate,South,Technology,Machines,Machines Product 53,812.77,572.1
CA-2023-104381,07/31/2024,Same Day,Home Office,West,Office Supplies,Art,Art Product 26,114.17,93.51
CA-2023-155206,03/16/2023,Second Class,Home Office,East,Furniture,Tables,Tables Product 78,356.85,321.21
CA-2023-144143,03/10/2024,Standard Class,Home Office,West,Furniture,Tables,Tables Product 69,921.37,789.45
CA-2023-174599,04/13/2023,First Class,Home Office,South,Office Supplies,Binders,Binders Product 61,119.92,97.35
CA-2023-158408,02/26/2024,Same Day,Consumer,Central,Office Supplies,Binders,Binders Product 78,76.43,56.69
CA-2023-181434,12/04/2024,Same Day,Corporate,West,Furniture,Bookcases,Bookcases Product 19,1178.73,1078.36
CA-2023-145807,11/02/2023,Second Class,Home Office,South,Office Supplies,Labels,Labels Product 3,144.59,103.42
CA-2023-128469,04/08/2023,Second Class,Home Office,West,Furniture,Tables,Tables Product 93,767.23,681.9
CA-2023-116608,12/01/2023,Second Class,Corporate,South,Technology,Accessories,Accessories Product 72,2770.79,2099.58
CA-2023-121630,03/10/2024,Same Day,Consumer,West,Office Supplies,Envelopes,Envelopes Product 27,85.82,62.65
CA-2023-172388,03/22/2024,Standard Class,Corporate,West,Furniture,Furnishings,Furnishings Product 42,233.46,205.63
CA-2023-146389,11/04/2023,Same Day,Corporate,South,Office Supplies,Art,Art Product 62,194.73,144.93
CA-2023-159055,09/06/2023,Same Day,Home Office,West,Furniture,Furnishings,Furnishings Product 49,346.11,328.8
CA-2023-101831,06/15/2023,Second Class,Home Office,Central,Furniture,Furnishings,Furnishings Product 17,423.04,382.35
CA-2023-110683,04/25/2024,Standard Class,Consumer,West,Technology,Accessories,Accessories Product 58,1434.71,1039.02
CA-2023-130348,12/01/2023,Standard Class,Consumer,West,Office Supplies,Binders,Binders Product 8,141.01,105.11
CA-2023-125496,06/25/2024,Standard Class,Consumer,South,Furniture,Chairs,Chairs Product 62,330.23,286.56
CA-2023-122912,04/16/2023,Same Day,Corporate,West,Office Supplies,Labels,Labels Product 30,37.9,28.1
CA-2023-135670,07/16/2024,Same Day,Home Office,East,Office Supplies,Art,Art Product 75,88.19,66.3
CA-2023-174123,03/22/2023,First Class,Home Office,West,Office Supplies,Binders,Binders Product 62,87.02,72.43
CA-2023-130028,05/13/2023,First Class,Home Office,East,Technology,Copiers,Copiers Product 24,2264.61,1437.03
CA-2023-194491,05/18/2023,Same Day,Home Office,West,Technology,Accessories,Accessories Product 79,1088.58,757.73
CA-2023-128615,07/03/2023,Same Day,Corporate,East,Furniture,Tables,Tables Product 77,603.22,548.01
CA-2023-120842,02/05/2024,Second Class,Consumer,East,Office Supplies,Labels,Labels Product 43,116.53,83.62
CA-2023-103650,11/26/2023,Second Class,Consumer,East,Furniture,Bookcases,Bookcases Product 86,1251.06,1078.57
CA-2023-118768,05/22/2024,Second Class,Corporate,West,Furniture,Chairs,Chairs Product 8,681.83,595.45
CA-2023-190365,03/10/2023,Standard Class,Corporate,South,Office Supplies,Binders,Binders Product 17,61.34,46.84
CA-2023-191737,06/29/2024,First Class,Home Office,West,Office Supplies,Fasteners,Fasteners Product 73,55.82,44.3
CA-2023-117358,02/22/2023,Same Day,Corporate,South,Office Supplies,Envelopes,Envelopes Product 43,105.9,78.62
CA-2023-150493,03/25/2024,Standard Class,Corporate,West,Furniture,Tables,Tables Product 89,275.18,246.71
CA-2023-133161,07/24/2023,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 92,29.88,22.18
CA-2023-136538,05/06/2023,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 64,70.33,57.51
CA-2023-139601,02/12/2023,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 33,10.67,8.09
CA-2023-166425,04/21/2023,Standard Class,Corporate,West,Furniture,Tables,Tables Product 46,531.83,502.94
CA-2023-124485,10/24/2024,Same Day,Corporate,South,Office Supplies,Fasteners,Fasteners Product 30,81.31,63.47
CA-2023-143052,07/02/2023,Same Day,Home Office,East,Technology,Accessories,Accessories Product 59,1180.54,781.45
CA-2023-117221,04/05/2023,First Class,Consumer,Central,Technology,Machines,Machines Product 34,1579.86,1021.13
CA-2023-148340,01/09/2024,Same Day,Home Office,West,Office Supplies,Paper,Paper Product 53,21.05,16.12
CA-2023-148367,06/03/2024,Second Class,Home Office,West,Office Supplies,Art,Art Product 49,118.81,97.19
CA-2023-176928,12/26/2023,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 24,64.23,50.1
CA-2023-167808,11/26/2024,First Class,Corporate,Central,Office Supplies,Binders,Binders Product 73,147.24,118.72
CA-2023-176428,10/08/2023,First Class,Home Office,Central,Furniture,Bookcases,Bookcases Product 39,300.58,265.08
CA-2023-195359,07/14/2023,Second Class,Consumer,Central,Office Supplies,Paper,Paper Product 15,116.02,85.32
CA-2023-125596,07/14/2023,Same Day,Home Office,East,Office Supplies,Binders,Binders Product 81,32.85,26.44
CA-2023-107244,10/28/2024,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 75,107.38,84.35
CA-2023-169586,04/03/2023,Second Class,Home Office,South,Technology,Phones,Phones Product 66,644.62,408.61
CA-2023-158971,11/02/2024,Second Class,Home Office,South,Office Supplies,Binders,Binders Product 97,191.26,145.8
CA-2023-146412,03/02/2023,Standard Class,Consumer,East,Office Supplies,Art,Art Product 82,37.58,27.86
CA-2023-182524,09/25/2024,Same Day,Consumer,South,Furniture,Bookcases,Bookcases Product 17,343.53,324.71
CA-2023-193955,02/20/2023,Same Day,Corporate,Central,Office Supplies,Paper,Paper Product 77,57.84,43.32
CA-2023-192320,02/07/2024,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 16,99.57,76.01
CA-2023-154615,01/05/2023,First Class,Consumer,Central,Technology,Copiers,Copiers Product 66,675.88,478.96
CA-2023-106256,04/10/2024,First Class,Consumer,East,Office Supplies,Envelopes,Envelopes Product 90,67.82,52.67
CA-2023-170382,08/26/2024,First Class,Home Office,West,Office Supplies,Paper,Paper Product 99,60.65,48.13
CA-2023-165936,11/12/2024,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 87,15.77,11.65
CA-2023-101353,06/17/2024,First Class,Corporate,South,Office Supplies,Art,Art Product 76,70.46,54.41
CA-2023-120800,02/09/2024,Second Class,Corporate,Central,Office Supplies,Art,Art Product 88,96.95,77.59
CA-2023-154213,05/27/2024,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 60,30.37,24.08
CA-2023-135825,10/06/2024,First Class,Home Office,West,Technology,Accessories,Accessories Product 52,1856.13,1230.96
CA-2023-171319,08/21/2023,Standard Class,Home Office,West,Office Supplies,Labels,Labels Product 10,72.83,54.84
CA-2023-111586,06/07/2024,Same Day,Home Office,West,Office Supplies,Fasteners,Fasteners Product 92,35.04,26.54
CA-2023-121390,12/12/2023,Second Class,Corporate,West,Technology,Machines,Machines Product 88,2892.44,2023.7
CA-2023-147013,02/15/2023,Second Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 65,55.89,44.71
CA-2023-124124,06/29/2024,First Class,Consumer,Central,Office Supplies,Paper,Paper Product 12,104.5,81.79
CA-2023-112055,03/19/2023,Second Class,Consumer,East,Office Supplies,Binders,Binders Product 60,100.85,80.31
CA-2023-129377,12/30/2024,Same Day,Corporate,Central,Furniture,Chairs,Chairs Product 75,855.84,758.41
CA-2023-113877,03/14/2023,First Class,Corporate,West,Technology,Machines,Machines Product 43,1201.83,823.81
CA-2023-122958,09/06/2023,Second Class,Corporate,East,Office Supplies,Binders,Binders Product 42,99.56,80.06
CA-2023-132873,02/16/2023,Second Class,Consumer,West,Office Supplies,Art,Art Product 71,51.68,39.09
CA-2023-195872,05/01/2023,Standard Class,Consumer,East,Office Supplies,Paper,Paper Product 40,59.75,43.61
CA-2023-160107,08/02/2023,Second Class,Home Office,East,Office Supplies,Paper,Paper Product 6,36.29,27.05
CA-2023-199087,08/27/2023,Standard Class,Home Office,East,Furniture,Tables,Tables Product 83,260.72,232.73
CA-2023-176349,02/25/2023,Same Day,Consumer,West,Office Supplies,Labels,Labels Product 66,75.06,61.63
CA-2023-143209,12/16/2023,Same Day,Consumer,West,Technology,Copiers,Copiers Product 89,206.73,158.62
CA-2023-118976,04/17/2023,Second Class,Home Office,Central,Furniture,Chairs,Chairs Product 35,272.2,228.59
CA-2023-184360,02/17/2023,Same Day,Home Office,South,Technology,Phones,Phones Product 57,1771.7,1132.32
CA-2023-105190,07/26/2024,Same Day,Home Office,South,Office Supplies,Binders,Binders Product 91,73.13,58.0
CA-2023-172572,12/03/2023,Standard Class,Consumer,East,Technology,Machines,Machines Product 70,2982.56,2071.85
CA-2023-186029,01/26/2023,Same Day,Consumer,South,Furniture,Tables,Tables Product 26,764.44,644.63
CA-2023-145771,09/14/2023,Same Day,Home Office,East,Office Supplies,Labels,Labels Product 42,116.33,87.65
CA-2023-118385,01/08/2023,Standard Class,Home Office,West,Furniture,Bookcases,Bookcases Product 15,838.06,791.96
CA-2023-194753,09/16/2024,Same Day,Corporate,South,Office Supplies,Labels,Labels Product 98,58.3,43.0
CA-2023-179360,09/10/2023,Standard Class,Home Office,East,Office Supplies,Binders,Binders Product 95,43.3,33.83
CA-2023-102956,11/22/2024,Second Class,Home Office,West,Technology,Phones,Phones Product 96,518.91,355.89
CA-2023-178345,12/19/2024,Same Day,Consumer,West,Office Supplies,Art,Art Product 50,163.43,119.85
CA-2023-145615,10/30/2023,Standard Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 4,13.57,10.18
CA-2023-172918,09/30/2024,Same Day,Corporate,South,Office Supplies,Binders,Binders Product 74,116.28,86.65
CA-2023-191679,02/25/2023,Second Class,Consumer,West,Technology,Accessories,Accessories Product 48,563.76,427.74
CA-2023-146404,12/26/2024,Second Class,Home Office,West,Technology,Machines,Machines Product 11,1928.8,1224.2
CA-2023-196433,06/09/2024,Second Class,Corporate,East,Furniture,Furnishings,Furnishings Product 73,557.06,489.2
CA-2023-132069,04/18/2024,Second Class,Corporate,West,Office Supplies,Binders,Binders Product 17,44.82,34.44
CA-2023-120431,01/28/2023,Second Class,Consumer,South,Office Supplies,Art,Art Product 71,8.66,6.84
CA-2023-123977,03/19/2023,Standard Class,Home Office,Central,Furniture,Tables,Tables Product 89,825.95,704.62
CA-2023-174408,08/04/2023,Standard Class,Home Office,West,Furniture,Furnishings,Furnishings Product 54,178.93,164.22
CA-2023-119551,01/21/2024,Second Class,Corporate,East,Office Supplies,Art,Art Product 65,57.34,46.29
CA-2023-167853,12/31/2023,Second Class,Consumer,Central,Office Supplies,Envelopes,Envelopes Product 35,102.53,73.83
CA-2023-196494,10/27/2024,Second Class,Corporate,West,Office Supplies,Labels,Labels Product 31,69.32,53.51
CA-2023-193464,06/09/2024,First Class,Consumer,East,Technology,Accessories,Accessories Product 92,1782.9,1222.16
CA-2023-195696,11/29/2024,Same Day,Consumer,Central,Office Supplies,Art,Art Product 9,54.36,44.91
CA-2023-109491,11/08/2023,First Class,Consumer,East,Office Supplies,Labels,Labels Product 75,21.12,17.43
CA-2023-187086,01/07/2023,Second Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 84,121.1,91.53
CA-2023-162539,01/03/2023,Standard Class,Consumer,Central,Technology,Machines,Machines Product 26,220.78,155.38
CA-2023-196343,09/14/2024,First Class,Consumer,West,Office Supplies,Labels,Labels Product 58,66.03,53.6
CA-2023-173273,12/29/2023,Standard Class,Consumer,West,Office Supplies,Binders,Binders Product 84,99.01,78.46
CA-2023-110892,05/22/2024,Second Class,Home Office,South,Furniture,Chairs,Chairs Product 16,666.34,622.47
CA-2023-105387,10/01/2023,Same Day,Corporate,West,Office Supplies,Art,Art Product 49,57.0,47.44
CA-2023-118205,05/20/2024,First Class,Home Office,South,Office Supplies,Art,Art Product 92,67.42,53.35
CA-2023-187502,01/15/2023,First Class,Home Office,East,Furniture,Tables,Tables Product 46,856.23,727.12
CA-2023-150762,07/11/2023,Standard Class,Home Office,West,Office Supplies,Fasteners,Fasteners Product 52,57.96,44.27
CA-2023-198336,09/22/2024,Same Day,Consumer,Central,Office Supplies,Paper,Paper Product 98,89.65,68.87
CA-2023-198575,04/29/2024,Second Class,Consumer,South,Office Supplies,Labels,Labels Product 15,59.27,45.8
CA-2023-147598,01/28/2023,Standard Class,Corporate,South,Office Supplies,Art,Art Product 49,17.9,12.92
CA-2023-134416,12/14/2024,Standard Class,Home Office,Central,Technology,Phones,Phones Product 93,313.89,231.48
CA-2023-130628,02/08/2023,First Class,Consumer,Central,Office Supplies,Labels,Labels Product 39,19.52,14.62
CA-2023-162363,09/30/2023,First Class,Home Office,South,Office Supplies,Art,Art Product 81,108.89,87.24
CA-2023-166188,08/19/2023,Same Day,Home Office,West,Office Supplies,Paper,Paper Product 43,47.22,34.42
CA-2023-193823,03/27/2023,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 75,50.98,41.43
CA-2023-179422,04/18/2024,Same Day,Consumer,Central,Technology,Accessories,Accessories Product 25,2013.14,1495.53
CA-2023-109304,05/06/2023,First Class,Consumer,Central,Office Supplies,Paper,Paper Product 81,26.77,19.31
CA-2023-107446,06/20/2024,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 16,76.35,55.09
CA-2023-115704,05/25/2023,Same Day,Home Office,West,Technology,Accessories,Accessories Product 44,1248.2,878.28
CA-2023-128743,06/08/2024,Second Class,Corporate,East,Office Supplies,Labels,Labels Product 99,23.03,17.45
CA-2023-165908,07/31/2023,Second Class,Consumer,East,Office Supplies,Envelopes,Envelopes Product 63,9.55,6.85
CA-2023-101695,01/25/2023,Same Day,Home Office,West,Office Supplies,Paper,Paper Product 66,71.21,59.25
CA-2023-109230,08/02/2024,Second Class,Consumer,South,Office Supplies,Labels,Labels Product 73,88.86,67.13
CA-2023-163294,01/29/2024,Standard Class,Corporate,Central,Technology,Copiers,Copiers Product 47,962.71,733.24
CA-2023-117357,03/08/2023,Same Day,Home Office,West,Office Supplies,Paper,Paper Product 20,122.56,96.94
CA-2023-186268,08/21/2023,First Class,Corporate,East,Office Supplies,Binders,Binders Product 67,88.9,68.09
CA-2023-197091,04/19/2023,First Class,Consumer,East,Office Supplies,Labels,Labels Product 92,74.78,54.13
CA-2023-130615,05/26/2023,First Class,Corporate,East,Furniture,Chairs,Chairs Product 33,160.32,141.86
CA-2023-168049,04/21/2023,First Class,Corporate,West,Furniture,Chairs,Chairs Product 70,440.05,409.03
CA-2023-134568,08/16/2023,First Class,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 58,103.22,75.16
CA-2023-169409,04/21/2023,Same Day,Consumer,Central,Technology,Phones,Phones Product 96,1118.81,760.33
CA-2023-187122,04/14/2024,Standard Class,Home Office,East,Office Supplies,Labels,Labels Product 98,15.55,12.33
CA-2023-106533,02/03/2023,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 98,67.37,53.31
CA-2023-105192,09/14/2024,Same Day,Home Office,West,Furniture,Tables,Tables Product 59,602.76,521.91
CA-2023-143306,01/04/2024,Same Day,Home Office,West,Office Supplies,Envelopes,Envelopes Product 91,43.11,31.21
CA-2023-161521,08/17/2024,Same Day,Corporate,West,Office Supplies,Binders,Binders Product 68,128.23,96.38
CA-2023-111672,07/07/2024,First Class,Home Office,West,Office Supplies,Labels,Labels Product 89,45.28,34.91
CA-2023-140081,02/29/2024,Second Class,Consumer,East,Office Supplies,Binders,Binders Product 3,112.33,91.88
CA-2023-157893,09/04/2024,Second Class,Home Office,West,Office Supplies,Paper,Paper Product 90,34.05,26.33
CA-2023-170429,06/01/2024,Standard Class,Home Office,West,Technology,Accessories,Accessories Product 83,407.14,257.65
CA-2023-182215,11/22/2024,Second Class,Corporate,Central,Office Supplies,Binders,Binders Product 27,195.97,141.96
CA-2023-185038,10/09/2023,Standard Class,Home Office,East,Office Supplies,Paper,Paper Product 11,17.57,14.61
CA-2023-147176,11/16/2023,Second Class,Consumer,South,Office Supplies,Binders,Binders Product 18,188.31,135.05
CA-2023-119642,03/18/2024,First Class,Consumer,West,Office Supplies,Paper,Paper Product 55,56.87,47.03
CA-2023-115167,11/11/2023,Same Day,Home Office,West,Furniture,Chairs,Chairs Product 24,660.71,563.3
CA-2023-104302,01/12/2024,Second Class,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 29,13.38,10.32
CA-2023-162537,10/16/2023,First Class,Corporate,East,Office Supplies,Art,Art Product 56,41.7,30.2
CA-2023-118890,03/12/2024,Second Class,Consumer,Central,Furniture,Furnishings,Furnishings Product 77,868.57,743.73
CA-2023-171667,10/23/2024,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 58,15.2,12.57
CA-2023-166249,10/04/2023,Second Class,Consumer,West,Technology,Accessories,Accessories Product 60,401.1,306.43
CA-2023-178233,12/10/2024,Standard Class,Home Office,South,Office Supplies,Paper,Paper Product 41,123.33,93.86
CA-2023-169687,08/04/2024,Standard Class,Consumer,South,Office Supplies,Paper,Paper Product 6,129.45,93.13
CA-2023-144674,05/17/2024,Standard Class,Home Office,West,Furniture,Chairs,Chairs Product 29,605.59,532.08
CA-2023-170051,09/15/2024,Standard Class,Consumer,Central,Technology,Phones,Phones Product 60,401.08,280.65
CA-2023-182896,05/30/2024,Second Class,Consumer,South,Technology,Machines,Machines Product 15,1587.63,1099.46
CA-2023-100636,12/16/2023,Same Day,Corporate,West,Office Supplies,Art,Art Product 98,71.79,59.17
CA-2023-195707,03/21/2024,Standard Class,Home Office,East,Office Supplies,Paper,Paper Product 27,37.06,28.37
CA-2023-123341,12/16/2023,First Class,Consumer,East,Office Supplies,Labels,Labels Product 99,139.49,112.69
CA-2023-189859,08/29/2024,First Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 75,134.74,99.31
CA-2023-112780,10/25/2024,First Class,Corporate,East,Technology,Copiers,Copiers Product 22,1772.44,1261.57
CA-2023-178467,05/17/2023,Same Day,Consumer,East,Office Supplies,Art,Art Product 19,76.94,57.88
CA-2023-130782,08/31/2023,Same Day,Consumer,Central,Technology,Phones,Phones Product 43,1668.13,1103.41
CA-2023-195880,06/26/2024,Standard Class,Home Office,East,Technology,Phones,Phones Product 16,1513.65,1124.35
CA-2023-174921,02/09/2023,Standard Class,Consumer,East,Office Supplies,Binders,Binders Product 88,79.49,65.16
CA-2023-135794,08/17/2023,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 82,38.56,28.84
CA-2023-153024,07/01/2024,Second Class,Home Office,East,Technology,Accessories,Accessories Product 7,1484.85,1062.41
CA-2023-181371,08/11/2023,Standard Class,Home Office,Central,Office Supplies,Labels,Labels Product 81,29.52,22.4
CA-2023-131568,01/06/2023,First Class,Home Office,West,Technology,Accessories,Accessories Product 69,1481.48,1065.49
CA-2023-156888,11/18/2023,Standard Class,Home Office,West,Office Supplies,Art,Art Product 55,143.48,102.92
CA-2023-142321,04/12/2024,First Class,Home Office,East,Office Supplies,Paper,Paper Product 44,108.16,83.39
CA-2023-114260,03/16/2023,Same Day,Home Office,West,Furniture,Furnishings,Furnishings Product 79,227.44,197.18
CA-2023-182966,01/04/2023,Second Class,Consumer,West,Furniture,Bookcases,Bookcases Product 58,108.06,91.33
CA-2023-106610,10/07/2024,Standard Class,Consumer,East,Office Supplies,Envelopes,Envelopes Product 61,110.95,85.08
CA-2023-150906,04/28/2023,Standard Class,Corporate,Central,Technology,Accessories,Accessories Product 87,275.02,205.2
CA-2023-112500,08/28/2024,Second Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 38,81.75,66.83
CA-2023-152672,05/18/2024,Same Day,Consumer,West,Office Supplies,Paper,Paper Product 46,17.52,13.93
CA-2023-179915,07/27/2024,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 12,76.16,63.04
CA-2023-139236,03/16/2024,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 89,89.75,71.33
CA-2023-138985,07/13/2023,Standard Class,Home Office,East,Office Supplies,Paper,Paper Product 59,69.65,52.23
CA-2023-195852,12/15/2024,Same Day,Consumer,Central,Office Supplies,Binders,Binders Product 97,134.85,110.88
CA-2023-149047,01/27/2024,First Class,Corporate,Central,Technology,Copiers,Copiers Product 23,1448.15,938.99
CA-2023-180992,01/26/2023,Standard Class,Consumer,East,Office Supplies,Binders,Binders Product 72,33.29,25.21
CA-2023-195428,03/10/2024,Second Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 1,103.05,84.12
CA-2023-188263,06/22/2023,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 90,116.73,88.95
CA-2023-137696,10/27/2023,Second Class,Consumer,East,Office Supplies,Fasteners,Fasteners Product 90,48.57,37.08
CA-2023-150044,10/06/2024,First Class,Corporate,West,Office Supplies,Art,Art Product 24,133.24,96.12
CA-2023-138546,11/22/2023,Standard Class,Home Office,East,Technology,Accessories,Accessories Product 33,920.94,694.84
CA-2023-191207,02/14/2024,Second Class,Consumer,West,Technology,Copiers,Copiers Product 89,205.55,151.28
CA-2023-188553,04/28/2023,Standard Class,Corporate,West,Technology,Machines,Machines Product 89,1480.65,927.28
CA-2023-187889,12/24/2024,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 97,114.21,93.53
CA-2023-171127,08/13/2023,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 71,75.21,55.22
CA-2023-148671,06/15/2024,Standard Class,Corporate,Central,Office Supplies,Labels,Labels Product 98,124.47,89.94
CA-2023-120047,04/23/2023,Same Day,Corporate,East,Office Supplies,Envelopes,Envelopes Product 92,86.01,64.12
CA-2023-138165,05/20/2023,Standard Class,Consumer,East,Office Supplies,Art,Art Product 17,96.1,72.02
CA-2023-150298,07/12/2024,Standard Class,Consumer,West,Office Supplies,Labels,Labels Product 41,60.12,44.66
CA-2023-141792,01/01/2023,First Class,Corporate,East,Technology,Machines,Machines Product 3,2063.45,1290.24
CA-2023-168945,03/31/2023,Second Class,Consumer,West,Office Supplies,Binders,Binders Product 18,42.28,31.7
CA-2023-193608,10/15/2024,First Class,Corporate,West,Technology,Machines,Machines Product 63,540.04,363.07
CA-2023-156115,11/16/2023,Standard Class,Consumer,South,Technology,Copiers,Copiers Product 91,1351.73,984.09
CA-2023-129048,07/03/2024,Second Class,Corporate,West,Office Supplies,Labels,Labels Product 9,18.53,13.77
CA-2023-150192,05/19/2023,Same Day,Corporate,South,Office Supplies,Binders,Binders Product 69,20.66,15.7
CA-2023-183509,05/25/2024,Second Class,Consumer,South,Office Supplies,Fasteners,Fasteners Product 41,18.3,14.93
CA-2023-161142,09/16/2023,Second Class,Consumer,West,Office Supplies,Labels,Labels Product 2,27.62,20.65
CA-2023-101868,11/03/2024,Same Day,Home Office,Central,Office Supplies,Binders,Binders Product 12,34.63,28.51
CA-2023-198557,11/20/2024,First Class,Home Office,West,Office Supplies,Labels,Labels Product 69,135.79,110.28
CA-2023-144239,01/10/2023,Standard Class,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 37,48.92,38.96
CA-2023-103271,09/18/2023,First Class,Corporate,West,Office Supplies,Labels,Labels Product 26,27.3,21.59
CA-2023-105607,10/11/2024,First Class,Home Office,West,Technology,Phones,Phones Product 35,1917.75,1450.57
CA-2023-107498,06/21/2023,First Class,Consumer,West,Office Supplies,Art,Art Product 40,18.81,13.9
CA-2023-186158,01/13/2023,Standard Class,Consumer,West,Technology,Accessories,Accessories Product 90,1521.93,1133.69
CA-2023-130285,06/17/2023,First Class,Home Office,West,Technology,Phones,Phones Product 68,780.57,488.16
CA-2023-164094,10/03/2024,First Class,Consumer,East,Office Supplies,Art,Art Product 78,77.96,57.65
CA-2023-177078,08/18/2024,First Class,Corporate,South,Office Supplies,Fasteners,Fasteners Product 61,57.68,47.49
CA-2023-173631,11/17/2023,Second Class,Consumer,South,Technology,Accessories,Accessories Product 38,1360.67,1005.5
